0 0.306704 0.00283943
1 0.609868 0.423831
2 0.328452 0.274997
3 -0.288334 0.353006
4 0.0979004 0.225076
5 -0.413526 0.348481
6 -0.135048 0.341348
7 -0.112759 0.354836
8 0.407069 0.354196
9 0.353189 0.427834
10 0.0186658 0.430487
11 0.0487097 0.35106
12 0.0730287 0.33849
13 -0.125487 0.368087
14 1.00457 0.338741
15 -0.0303051 0.337136
16 0.0747802 0.372038
17 0.183889 0.437892
18 0.434788 0.447126
19 0.347218 0.394549
20 -0.0181038 0.34492
21 0.367469 0.36034
22 0.0251881 0.396221
23 0.198502 0.258864
24 -0.0426211 0.417107
25 0.404401 0.30446
26 0.0558298 0.29489
27 0.111614 0.435622
28 0.375232 0.374983
29 0.378347 0.309946
30 -0.297205 0.352432
31 0.499206 0.295915
32 0.0474611 0.38219
33 0.371035 0.385767
34 0.722818 0.278419
35 0.660908 0.402724
36 1.09567 0.279734
37 -0.371614 0.328737
38 0.376188 0.373495
39 0.00385874 0.385789
40 0.31167 0.419853
41 0.599866 0.362179
42 -0.0771629 0.324736
43 0.409974 0.382606
44 0.510839 0.389747
45 0.848962 0.252965
46 0.13654 0.339013
47 0.0271141 0.312344
48 0.274626 0.427159
49 0.599657 0.348214
50 0.60249 0.428319
51 0.164004 0.291746
52 0.368641 0.390088
53 0.424848 0.359259
54 0.253154 0.301435
55 0.328755 0.411824
56 0.271964 0.372015
57 0.598981 0.342705
58 -0.107953 0.315018
59 0.833465 0.466577
60 0.531262 0.38171
61 -0.052209 0.402063
62 0.169433 0.347372
63 0.530359 0.410067
64 -0.233102 0.375513
65 0.852637 0.286693
66 0.641791 0.269347
67 0.046791 0.327779
68 0.363273 0.390842
69 0.365414 0.422498
70 0.639316 0.291809
71 0.373236 0.332857
72 0.717647 0.472534
73 0.258325 0.3972
74 0.0648677 0.585435
75 0.456126 0.411698
76 0.412032 0.334882
77 -0.366752 0.460769
78 -0.107333 0.353879
79 0.139869 0.327004
80 0.41645 0.387963
81 0.71796 0.316712
82 0.489174 0.331381
83 1.28336 0.48001
84 0.964223 0.405717
85 0.0855057 0.385423
86 0.980593 0.359758
87 -0.0533713 0.266493
88 0.0818766 0.433601
89 0.542752 0.327201
