0 5.89646 0.8205
1 3.51595 0.751177
2 4.51354 0.818875
3 3.85931 0.5348
4 5.26535 0.665938
5 3.76125 0.567445
6 5.46159 0.39863
7 3.9789 0.958953
8 4.4523 0.888978
9 4.74604 0.721244
10 4.58014 0.783375
11 4.89244 0.65875
12 5.75862 0.733631
13 3.62014 0.937952
14 4.08377 0.85366
15 5.39358 0.57412
16 5.33973 0.776944
17 6.27778 0.664317
18 5.49705 0.583029
19 5.35828 0.89117
20 5.12678 0.62464
21 5.38675 0.781745
22 5.1445 0.536847
23 5.27147 0.819702
24 4.32281 0.729598
25 5.6437 0.719124
26 4.90783 0.847331
27 4.28082 0.813207
28 5.80748 0.6392
29 5.06269 0.376244
