-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 8.19672e-06 7.98918e-06
-2.8625 8.19672e-06 7.98918e-06
-2.8375 8.19672e-06 7.98918e-06
-2.8125 4.09836e-05 2.80969e-05
-2.7875 5.7377e-05 3.89236e-05
-2.7625 0.000131148 7.56589e-05
-2.7375 0.000172131 9.01453e-05
-2.7125 0.000196721 7.74146e-05
-2.6875 0.000139344 6.78647e-05
-2.6625 0.000237705 8.55567e-05
-2.6375 0.000377049 0.000106305
-2.6125 0.000483607 0.000130878
-2.5875 0.000737705 0.000154872
-2.5625 0.000885246 0.000236543
-2.5375 0.00118852 0.000316371
-2.5125 0.00130328 0.000281441
-2.4875 0.00144262 0.000307044
-2.4625 0.00203279 0.000310049
-2.4375 0.00233607 0.000328048
-2.4125 0.00317213 0.00035715
-2.3875 0.00395902 0.000388506
-2.3625 0.00527049 0.000529089
-2.3375 0.00618852 0.000499378
-2.3125 0.00806557 0.000575828
-2.2875 0.0102951 0.000615748
-2.2625 0.0121803 0.000785526
-2.2375 0.014459 0.000784114
-2.2125 0.0174426 0.0006204
-2.1875 0.0213934 0.00111545
-2.1625 0.0236885 0.00105801
-2.1375 0.0265984 0.00113061
-2.1125 0.0311066 0.00100268
