0.6	0.8	-0.31363	0.00681425	0.30185
0.62	0.52	-0.277988	0.00388892	4.37417
0.62	0.54	-0.297099	0.00657329	0.26104
0.62	0.56	-0.315923	0.00276264	4.36458
0.62	0.58	-0.326071	0.00343545	0.51437
0.62	0.6	-0.333204	0.0028359	4.06288
0.62	0.62	-0.338237	0.00281695	0.67817
0.62	0.64	-0.345487	0.00271525	5.198
0.62	0.66	-0.369453	0.0248683	0.05398
0.62	0.68	-0.33956	0.00292987	5.04638
0.62	0.7	-0.37152	0.0494034	0.01849
0.62	0.72	-0.340284	0.00412309	5.30594
0.62	0.74	-0.37995	0.0350458	-0.03891
0.62	0.76	-0.327318	0.00435796	6.19249
0.62	0.78	-0.330756	0.00525768	-0.47424
0.62	0.8	-0.308661	0.00501325	5.67456
0.64	0.52	-0.295762	0.00480997	5.67449
0.64	0.54	-0.311358	0.00386603	5.67449
0.64	0.56	-0.335327	0.00344851	5.67463
0.64	0.58	-0.363154	0.0141841	-0.08882
0.64	0.6	-0.350738	0.00308792	5.74967
0.64	0.62	-0.35739	0.00637791	-0.22833
0.64	0.64	-0.361049	0.00280639	5.71383
0.64	0.66	-0.352981	0.0071836	-0.19641
0.64	0.68	-0.357866	0.00318547	6.08511
0.64	0.7	-0.350783	0.00557817	-0.28384
0.64	0.72	-0.352703	0.00355498	5.65104
0.64	0.74	-0.359516	0.0107843	0.1335
0.64	0.76	-0.339016	0.00384036	5.527
0.64	0.78	-0.334867	0.011369	0.16717
0.64	0.8	-0.327571	0.00374626	4.8711
0.66	0.52	-0.308894	0.00308657	0.84918
0.66	0.54	-0.33815	0.00324799	3.81158
0.66	0.56	-0.355871	0.00182829	1.55219
0.66	0.58	-0.367608	0.00183143	1.55233
0.66	0.6	-0.373212	0.00189225	3.12929
0.66	0.62	-0.377854	0.00178324	3.12929
0.66	0.64	-0.379719	0.00144775	2.41452
0.66	0.66	-0.378956	0.00170118	2.41298
0.66	0.68	-0.375858	0.00206304	2.41361
0.66	0.7	-0.370239	0.00217938	2.41067
0.66	0.72	-0.365359	0.00248737	2.44651
0.66	0.74	-0.357016	0.00265114	2.44791
0.66	0.76	-0.346084	0.00280749	2.44791
0.66	0.78	-0.337889	0.00332745	2.44791
0.66	0.8	-0.328267	0.003462	1.82799
0.68	0.52	-0.319363	0.00302465	2.76382
0.68	0.54	-0.352536	0.00245411	2.76396
0.68	0.56	-0.372166	0.00216226	2.76816
0.68	0.58	-0.382807	0.00172812	2.24064
0.68	0.6	-0.394099	0.00162002	2.24533
0.68	0.62	-0.394695	0.00163014	2.24533
0.68	0.64	-0.395046	0.00161209	2.2447
0.68	0.66	-0.390797	0.00168472	2.258
0.68	0.68	-0.386667	0.00179435	2.25674
0.68	0.7	-0.380475	0.00179299	2.25583
0.68	0.72	-0.369589	0.00276193	2.13214
0.68	0.74	-0.363974	0.00237823	2.13235
0.68	0.76	-0.354316	0.00352119	2.13221
0.68	0.78	-0.333888	0.00364519	2.96122
0.68	0.8	-0.322235	0.00431314	2.9615
0.7	0.52	-0.323226	0.0038624	3.74354
0.7	0.54	-0.360729	0.00326822	3.74354
0.7	0.56	-0.382722	0.00217288	0.73305
0.7	0.58	-0.39587	0.0021468	4.11328
0.7	0.6	-0.40681	0.00144518	1.07122
0.7	0.62	-0.41079	0.00179692	3.82418
0.7	0.64	-0.40963	0.00183988	3.82474
0.7	0.66	-0.406572	0.00153871	1.28787
0.7	0.68	-0.399544	0.0021947	3.61194
0.7	0.7	-0.392387	0.00220607	3.61194
0.7	0.72	-0.376867	0.00317406	3.61194
0.7	0.74	-0.365882	0.00296861	2.24232
0.7	0.76	-0.350796	0.00358425	4.21233
0.7	0.78	-0.338124	0.00406612	4.21261
0.7	0.8	-0.324159	0.00473947	4.32867
0.72	0.52	-0.382392	0.0532368	0.02269
0.72	0.54	-0.371326	0.00324807	4.48204
0.72	0.56	-0.396172	0.00167255	1.13905
0.72	0.58	-0.413512	0.00239866	4.05672
0.72	0.6	-0.419811	0.00141506	0.90868
0.72	0.62	-0.422396	0.00208889	4.83813
0.72	0.64	-0.420178	0.00191503	4.83806
0.72	0.66	-0.41301	0.00221713	0.6088
0.72	0.68	-0.408994	0.00250305	0.60908
0.72	0.7	-0.399713	0.00255631	4.87572
0.72	0.72	-0.383006	0.0032455	4.8753
0.72	0.74	-0.374927	0.00327162	4.8753
0.72	0.76	-0.361908	0.00349353	4.87544
0.72	0.78	-0.333006	0.00593854	0.6711
0.72	0.8	-0.322562	0.00490496	5.27416
0.74	0.52	-0.349028	0.0157778	-0.08938
0.74	0.54	-0.378745	0.00406982	7.29891
0.74	0.56	-0.390744	0.00961361	-0.1059
0.74	0.58	-0.42272	0.00231525	5.45749
0.74	0.6	-0.433498	0.0107533	-0.06663
0.74	0.62	-0.432371	0.00219723	5.65321
0.74	0.64	-0.41764	0.0107715	0.09906
0.74	0.66	-0.420055	0.00224405	5.52
0.74	0.68	-0.420437	0.00341051	0.32908
0.74	0.7	-0.402205	0.00307587	5.48668
0.74	0.72	-0.39151	0.00390256	0.55084
0.74	0.74	-0.365458	0.00418127	5.23209
0.74	0.76	-0.344376	0.00687821	0.55749
0.74	0.78	-0.338839	0.00396722	5.06444
0.74	0.8	-0.311268	0.00720998	1.2045
0.76	0.52	-0.34984	0.00242875	1.20464
0.76	0.54	-0.392452	0.00286167	3.26901
0.76	0.56	-0.415127	0.00190037	2.76424
0.76	0.58	-0.428541	0.00168345	2.77572
0.76	0.6	-0.437438	0.00147451	2.77572
0.76	0.62	-0.438649	0.00131557	2.77572
0.76	0.64	-0.436469	0.00144024	2.76739
0.76	0.66	-0.427545	0.00186585	2.76739
0.76	0.68	-0.418424	0.00209722	2.76851
0.76	0.7	-0.405264	0.00234938	2.76837
0.76	0.72	-0.392676	0.00297502	2.77271
0.76	0.74	-0.377399	0.00257929	2.39653
0.76	0.76	-0.356742	0.0033996	2.39681
0.76	0.78	-0.336381	0.00406689	2.39695
0.76	0.8	-0.301977	0.00514255	2.39702
0.78	0.52	-0.349796	0.00328164	2.39674
0.78	0.54	-0.38707	0.00250973	2.3966
0.78	0.56	-0.413838	0.00196028	2.39674
0.78	0.58	-0.431877	0.0014864	2.39674
0.78	0.6	-0.441122	0.00150248	2.69543
0.78	0.62	-0.444158	0.00135433	2.69389
0.78	0.64	-0.437933	0.00201055	2.69389
0.78	0.66	-0.431972	0.00185811	3.2779
0.78	0.68	-0.419932	0.00223901	3.27461
0.78	0.7	-0.400719	0.00281357	2.64356
0.78	0.72	-0.387301	0.00302599	2.64482
0.78	0.74	-0.36826	0.00405863	2.64475
0.78	0.76	-0.345581	0.00432074	2.73225
0.78	0.78	-0.318481	0.00514686	2.73253
0.78	0.8	-0.291745	0.00496591	2.72805
0.8	0.52	-0.342232	0.00324473	2.16063
0.8	0.54	-0.38887	0.00241111	2.16077
0.8	0.56	-0.413868	0.00237655	3.07301
0.8	0.58	-0.435918	0.00167884	3.07364
0.8	0.6	-0.441263	0.00172862	3.07315
0.8	0.62	-0.445744	0.00149299	2.87582
0.8	0.64	-0.441999	0.00171279	2.87428
0.8	0.66	-0.42743	0.00223361	2.87694
0.8	0.68	-0.416762	0.00264185	2.88086
0.8	0.7	-0.402495	0.00258692	2.88072
0.8	0.72	-0.388426	0.0033654	2.8796
0.8	0.74	-0.364421	0.00395502	2.87561
0.8	0.76	-0.335846	0.00437207	2.87561
0.8	0.78	-0.310284	0.00508959	2.86525
0.8	0.8	-0.294353	0.00553379	2.86455
