5.48724	5.57206
5.34351	5.40384
5.6513	5.42867
5.59491	5.40165
5.33715	5.36382
5.41155	5.42059
5.67116	5.30414
5.46897	5.41501
5.39908	5.47433
5.43859	5.46676
5.57898	5.28244
5.51117	5.2448
5.42818	5.33853
5.52573	5.72253
5.61906	5.36065
5.54932	5.43199
5.32119	5.51577
5.5953	5.48998
5.20897	5.62021
5.31077	5.4675
5.46457	5.41925
5.45321	5.55069
5.21285	5.42727
5.53343	5.66416
5.43526	5.30767
5.59099	5.38122
5.47682	5.26933
5.47426	5.38148
5.49217	5.39609
5.35337	5.59495
5.42515	5.56625
5.53823	5.47965
5.5788	5.60742
5.46959	5.60883
5.4619	5.44096
5.49017	5.38383
5.52425	5.49141
5.45096	5.31121
5.52241	5.50376
5.439	5.44746
5.57028	5.42084
5.40363	5.54925
5.38324	5.33971
5.45845	5.6329
5.41138	5.55483
5.47264	5.57387
5.22141	5.48367
5.42551	5.40464
5.47153	5.45879
5.3892	5.36103
5.51403	5.44751
5.28722	5.43409
5.49946	5.43064
5.36599	5.65506
5.46905	5.35312
5.43557	5.5562
5.58628	5.53409
5.69342	5.42339
5.49689	5.48263
5.49039	5.4321
5.40292	5.4496
5.4478	5.679
5.57267	5.37277
5.5314	5.43319
5.26509	5.38941
5.35951	5.48559
5.6366	5.35949
5.32156	5.36248
5.52135	5.39625
5.41354	5.5422
5.47905	5.48493
5.48304	5.54925
5.23676	5.49196
5.26893	5.40742
5.45625	5.49539
5.51755	5.47743
5.49158	5.41715
5.41208	5.34014
5.4992	5.40444
5.26043	5.26252
5.44181	5.50248
5.45175	5.56177
5.53058	5.26981
5.5574	5.25716
5.47856	5.63698
5.28984	5.34795
5.36358	5.49536
5.3444	5.40644
5.48469	5.46162
5.44862	5.31116
5.55699	5.53207
5.43777	5.52209
5.42521	5.581
5.45309	5.22707
5.53924	5.43224
5.51599	5.42858
5.41396	5.45927
5.51286	5.33897
5.52712	5.42029
5.50047	5.35701
