40.1872	29.4007	1.22223
40.008	28.2609	1.45761
39.5941	27.672	1.33474
39.7285	27.175	0.0707418
39.768	26.4366	-0.849004
40.1747	25.1655	-0.914866
40.1747	25.1655	-0.914866
40.1747	25.1655	-0.914866
40.1747	25.1655	-0.914866
40.5427	25.0564	-1.4759
40.5427	25.0564	-1.4759
40.5427	25.0564	-1.4759
40.5427	25.0564	-1.4759
39.9008	25.16	-2.30007
39.9008	25.16	-2.30007
40.026	25.2149	-2.4079
40.026	25.2149	-2.4079
39.0302	26.4582	-2.16786
39.0302	26.4582	-2.16786
38.8228	25.1504	-0.626768
38.7854	24.4244	-1.48632
38.7854	24.4244	-1.48632
38.7854	24.4244	-1.48632
38.8153	23.5955	-2.48992
38.5472	22.3281	-3.43331
38.5472	22.3281	-3.43331
38.5472	22.3281	-3.43331
38.5472	22.3281	-3.43331
38.5472	22.3281	-3.43331
38.7339	22.2391	-3.38033
38.9182	21.3458	-4.11333
39.728	21.2927	-3.96434
39.9503	21.1711	-4.17279
40.4193	21.0186	-4.16497
40.4193	21.0186	-4.16497
40.7851	19.6642	-4.49145
40.1233	19.4589	-5.1827
39.2784	19.2133	-4.73534
38.4257	18.7871	-4.92793
38.7882	18.8886	-5.47406
39.4358	17.9368	-6.17626
39.0269	17.251	-6.19073
37.7288	17.1942	-6.28737
37.7288	17.1942	-6.28737
37.1391	17.4339	-6.85398
37.1391	17.4339	-6.85398
37.6224	18.173	-7.63396
37.817	19.3329	-7.23037
37.8109	17.9568	-7.2921
37.8109	17.9568	-7.2921
37.8109	17.9568	-7.2921
37.8109	17.9568	-7.2921
37.1062	17.7112	-6.80727
37.1062	17.7112	-6.80727
37.1062	17.7112	-6.80727
35.8707	17.6462	-7.59316
35.8707	17.6462	-7.59316
36.0045	18.7542	-7.41977
34.7637	17.4196	-7.49604
34.3802	16.7529	-7.20076
34.3802	16.7529	-7.20076
34.6163	16.9552	-8.00198
34.389	17.183	-7.9715
34.0887	16.141	-7.44524
33.2033	16.3849	-6.86142
32.6406	15.6305	-6.21898
31.896	15.9752	-6.38845
32.5181	14.2838	-6.99092
32.4234	13.4326	-8.06115
32.6226	12.6226	-9.12127
32.2709	12.3427	-9.75723
32.4175	12.1409	-9.58593
32.7434	11.005	-10.3662
32.7434	11.005	-10.3662
32.7434	11.005	-10.3662
32.7434	11.005	-10.3662
33.1369	10.638	-9.19751
33.4561	10.7405	-8.72411
33.3014	11.2141	-7.76611
33.3014	11.2141	-7.76611
32.7	10.7969	-6.81351
31.9065	11.1143	-6.9251
32.0193	12.4079	-5.10184
31.5505	12.0592	-4.99072
30.5706	11.907	-5.89522
30.111	11.0388	-5.74023
29.8523	10.5909	-5.90217
29.0617	11.1156	-4.7059
29.3914	10.1161	-4.7363
29.064	10.0156	-4.47152
28.3756	11.2081	-5.14509
28.3756	11.2081	-5.14509
27.4202	11.7711	-4.63581
26.3267	11.0713	-5.50648
26.3267	11.0713	-5.50648
25.6738	10.3666	-3.78014
25.6738	10.3666	-3.78014
25.6738	10.3666	-3.78014
25.94	9.76453	-3.81732
26.2577	8.80356	-3.96672
26.2577	8.80356	-3.96672
25.9529	8.98768	-3.413
26.0017	10.2117	-3.47598
26.2888	9.6953	-3.37514
26.2192	10.6719	-2.39306
24.4487	11.2775	-3.60042
24.4741	11.0582	-4.66506
24.9595	10.7994	-4.79036
24.2395	10.0305	-3.97528
24.5207	10.2995	-4.93169
24.5207	10.2995	-4.93169
22.1644	11.4839	-5.77436
22.3732	11.0651	-6.10827
