1.32652	0
1.33519	0
1.33463	0.667336
1.33613	0.445384
1.34279	0.335724
1.34251	0.268518
1.34373	0.223968
1.34927	0.192775
1.34832	0.168558
1.35091	0.150118
1.34917	0.134931
1.35075	0.122809
1.3473	0.11229
1.3485	0.103745
1.34846	0.0963306
1.3477	0.0898573
1.34638	0.0841587
1.34879	0.0793516
1.34717	0.0748539
1.34894	0.0710077
1.34868	0.067444
1.3504	0.0643152
1.34971	0.06136
1.34873	0.0586494
1.3517	0.0563328
1.35114	0.0540564
1.35268	0.052037
1.35207	0.0500869
1.35177	0.0482871
1.3521	0.046633
1.35129	0.0450518
1.34964	0.0435459
1.35015	0.0422011
1.35025	0.040925
1.35044	0.0397267
1.35061	0.0385962
1.35116	0.0375392
1.35104	0.0365214
1.35189	0.0355827
1.35207	0.0346748
1.35194	0.0338046
1.35154	0.0329702
1.35155	0.0321852
1.35164	0.0314387
1.35169	0.0307251
1.35244	0.0300591
1.35255	0.029408
1.35322	0.0287966
1.35287	0.0281893
1.35211	0.0275987
1.35163	0.0270372
1.35232	0.0265205
1.35196	0.0260037
1.35213	0.0255161
1.35173	0.0250362
1.35114	0.0245703
1.35008	0.024113
1.34993	0.0236872
1.34935	0.0232689
1.34907	0.0228697
1.35001	0.0225046
1.34949	0.0221271
1.3494	0.0217687
1.34996	0.0214322
1.35062	0.0211076
1.35055	0.0207817
1.35033	0.0204636
1.35095	0.0201674
1.35114	0.0198735
1.35194	0.0195974
1.35217	0.0193206
1.35248	0.0190528
1.3517	0.0187776
1.35181	0.0185217
1.35105	0.0182614
1.35097	0.0180168
1.35121	0.0177828
1.35123	0.0175521
1.35115	0.017326
1.35142	0.0171101
1.35177	0.0169006
1.35188	0.0166932
1.35167	0.0164871
1.35177	0.0162897
1.35141	0.0160914
1.35133	0.0159012
1.35131	0.015716
1.3509	0.0155307
1.35076	0.0153525
1.35093	0.0151819
1.35077	0.0150115
1.35075	0.0148463
1.35071	0.0146844
1.35032	0.0145224
1.35061	0.0143709
1.35018	0.0142152
1.3501	0.0140663
1.35022	0.0139224
1.35011	0.0137792
1.35041	0.0136431
1.33921	0
1.33195	0
1.33873	0.66941
1.3363	0.445454
1.3448	0.336246
1.34121	0.268278
1.34241	0.22376
1.34652	0.192386
1.34617	0.16829
1.35028	0.150054
1.35109	0.135127
1.35069	0.122805
1.34851	0.112391
1.34784	0.103693
1.34855	0.0963361
1.34851	0.0899105
1.34609	0.0841413
1.34842	0.0793307
1.34684	0.0748357
1.34814	0.0709655
1.34888	0.0674542
1.34983	0.064287
1.34965	0.0613565
1.34876	0.0586499
1.3516	0.0563273
1.35149	0.0540692
1.35319	0.0520559
1.35141	0.0500628
1.35214	0.048301
1.35162	0.0466173
1.35195	0.0450741
1.35037	0.0435695
1.35002	0.042197
1.3496	0.0409054
1.35039	0.0397256
1.35049	0.0385932
1.35135	0.037545
1.35108	0.0365228
1.35172	0.0355786
1.35183	0.034669
1.35185	0.0338024
1.35148	0.032969
1.35116	0.0321763
1.35156	0.0314371
1.35207	0.0307343
1.35209	0.0300516
1.35245	0.0294061
1.35288	0.0287895
1.35305	0.0281931
1.35215	0.0275997
1.35205	0.0270455
1.35172	0.0265087
1.35183	0.0260009
1.35193	0.0255123
1.35147	0.0250313
1.35146	0.0245759
1.35032	0.0241172
1.35019	0.0236916
1.34945	0.0232705
1.34902	0.0228689
1.34967	0.0224986
1.34958	0.0221283
1.34929	0.0217667
1.35003	0.021433
1.3503	0.0211023
1.3504	0.0207791
1.35039	0.0204642
1.35106	0.0201688
1.35097	0.0198708
1.35182	0.0195953
1.35186	0.019316
1.35234	0.0190508
1.35193	0.0187804
1.35181	0.0185215
1.35111	0.0182619
1.3509	0.0180155
1.35123	0.0177828
1.35124	0.017552
1.35129	0.0173275
1.35131	0.0171084
1.35186	0.0169015
1.35196	0.0166941
1.3516	0.0164861
1.35185	0.0162904
1.35159	0.0160934
1.35147	0.0159027
1.35144	0.0157173
1.35079	0.0155294
1.35099	0.0153551
1.35091	0.0151816
1.35056	0.0150091
1.35094	0.0148484
1.35078	0.0146852
1.35059	0.0145252
1.35053	0.0143701
1.35032	0.0142165
1.3502	0.0140672
1.35018	0.0139219
1.34993	0.0137774
1.35034	0.0136424
1.4726	0
1.45173	0
1.45945	0.729863
1.46107	0.487077
1.47649	0.369258
1.47351	0.294791
1.47821	0.246438
1.48405	0.212071
1.48337	0.18547
1.48932	0.165532
1.48982	0.149024
1.4919	0.135664
1.48893	0.124111
1.4889	0.114559
1.48897	0.10638
1.49031	0.0993761
1.48725	0.0929759
1.4894	0.0876335
1.48867	0.0827236
1.49038	0.0784596
1.49188	0.0746117
1.49481	0.0712002
1.4949	0.0679671
1.494	0.0649728
1.49747	0.0624134
1.49822	0.0599465
1.49934	0.0576836
1.49847	0.0555146
1.49871	0.0535401
1.49821	0.0516761
1.49803	0.0499472
1.49607	0.0482736
1.49501	0.0467321
1.49589	0.0453424
1.49714	0.0440458
1.49656	0.0427706
1.49752	0.041609
1.4972	0.0404756
1.49737	0.0394146
1.49801	0.0384204
1.49849	0.0374716
1.49813	0.0365489
1.4983	0.0356824
1.4986	0.0348595
1.4992	0.0340808
1.49947	0.0333291
1.50008	0.0326179
1.50016	0.0319254
1.50061	0.0312697
1.49965	0.0306121
1.49957	0.0299982
1.49938	0.029406
1.49967	0.028846
1.49985	0.028305
1.49939	0.0277724
1.49986	0.027276
1.49874	0.0267692
1.49838	0.0262931
1.49743	0.0258237
1.4969	0.025377
1.49741	0.0249625
1.4973	0.0245513
1.49717	0.0241533
1.49768	0.023778
1.4984	0.0234177
1.49838	0.023057
1.49805	0.0227028
1.49871	0.0223737
1.49848	0.0220413
1.49967	0.0217395
1.49963	0.0214284
1.50014	0.0211337
1.49969	0.020834
1.49948	0.0205457
1.49834	0.020253
1.49826	0.0199818
1.49879	0.0197258
1.49922	0.0194752
1.49895	0.0192221
1.49893	0.0189784
1.49952	0.0187486
1.4995	0.0185168
1.49909	0.0182861
1.49946	0.0180702
1.49939	0.0178542
1.49915	0.0176413
1.4992	0.0174367
1.49855	0.0172289
1.49899	0.0170382
1.49919	0.016849
1.49879	0.0166572
1.49902	0.0164768
1.49869	0.016294
1.49855	0.0161173
1.49837	0.0159439
1.49815	0.0157737
1.49812	0.0156091
1.49818	0.0154487
1.49792	0.0152884
1.49859	0.0151409
1.64262	0
1.61643	0
1.62277	0.811549
1.6267	0.542301
1.64591	0.411665
1.64518	0.329152
1.64866	0.274861
1.65696	0.236794
1.65751	0.207254
1.66495	0.185064
1.66513	0.16657
1.66791	0.151677
1.66378	0.138695
1.66369	0.128016
1.66219	0.118763
1.66634	0.111125
1.6652	0.104107
1.66604	0.0980311
1.66557	0.0925575
1.66693	0.0877568
1.66842	0.083443
1.67308	0.0796969
1.67383	0.0761076
1.67317	0.0727689
1.67487	0.0698077
1.67643	0.0670777
1.67731	0.0645312
1.67635	0.0621051
1.67666	0.0598976
1.67605	0.0578108
1.67606	0.0558835
1.67442	0.0540284
1.67358	0.0523133
1.67498	0.0507708
1.67532	0.0492872
1.67484	0.047865
1.67603	0.0465686
1.67566	0.0452995
1.67541	0.0441005
1.67598	0.0429844
1.67676	0.0419292
1.67699	0.0409118
1.67767	0.0399539
