1	-0.415067	0
2	-0.413851	0.00121524
3	-0.413335	0.000871275
4	-0.41363	0.000683275
5	-0.413828	0.000565002
6	-0.412857	0.00107523
7	-0.412709	0.000920728
8	-0.413451	0.00108954
9	-0.413306	0.000971806
10	-0.413689	0.000949936
11	-0.413572	0.000867235
12	-0.413639	0.000794514
13	-0.413349	0.000786139
14	-0.413323	0.000728286
15	-0.413411	0.000683648
16	-0.413665	0.000688195
17	-0.413632	0.000647314
18	-0.413658	0.000610875
19	-0.413749	0.000584937
20	-0.413758	0.000554992
21	-0.414005	0.000582693
22	-0.414034	0.000556333
23	-0.414061	0.000532287
24	-0.414042	0.000509994
25	-0.41416	0.000503324
26	-0.414199	0.000485168
27	-0.414111	0.000475171
28	-0.414154	0.000459946
29	-0.414153	0.000443805
30	-0.414117	0.000430312
31	-0.414186	0.000421911
32	-0.41414	0.000411102
33	-0.414253	0.00041422
34	-0.414208	0.000404303
35	-0.414258	0.000395735
36	-0.414237	0.000385172
37	-0.414112	0.000395003
38	-0.413988	0.000403909
39	-0.413995	0.000393483
40	-0.413957	0.000385425
41	-0.41388	0.000383684
42	-0.414019	0.000399237
43	-0.413937	0.00039825
44	-0.413905	0.000390396
45	-0.413899	0.000381673
46	-0.413985	0.000382986
47	-0.413967	0.00037517
48	-0.413881	0.000377132
49	-0.413826	0.000373468
50	-0.413927	0.000379448
