10.1054	10.6352
9.45516	10.5935
9.77548	9.84601
10.0757	10.2768
10.3971	10.161
10.4833	9.49319
10.2118	9.5315
10.6339	10.4489
9.7067	9.37327
9.91363	10.6719
10.1459	9.77569
9.86002	9.88479
10.0628	10.436
9.27577	9.86837
9.9227	9.62163
9.54463	9.62184
10.51	9.66666
10.1134	9.51519
9.72111	10.1159
9.43928	9.79309
9.70876	10.2866
9.8	10.6089
10.0906	9.13108
10.1153	9.87959
10.8849	9.88499
10.202	9.90128
9.56765	9.56457
10.762	10.2487
9.91564	9.98341
10.3682	10.0974
10.1833	10.2679
9.49421	10.1138
9.95892	9.76662
9.995	9.52226
10.1784	10.1395
10.4766	10.2097
9.94284	9.42514
9.8387	10.1423
9.78162	10.2841
9.9368	9.96105
10.0439	9.70679
9.33059	9.81669
9.62185	10.301
9.999	9.57582
10.0568	10.3464
10.03	10.2643
9.51105	10.1868
10.4183	10.2692
9.88838	10.591
9.9368	10.4724
9.87826	10.0455
9.55824	9.9224
9.77343	10.2888
10.5603	9.93636
9.69536	10.1672
9.78059	9.96586
9.37657	10.57
9.755	9.92933
9.49632	10.1988
9.79183	10.1977
10.1971	9.84718
9.97597	9.87959
10.0757	9.63362
9.95791	9.19355
9.82242	10.1584
10.1548	9.07526
10.2723	10.3056
10.3779	9.87035
9.39255	9.70471
9.66644	9.1835
10.3682	9.96547
9.97798	9.97724
9.57497	9.99056
9.86002	9.53051
9.00999	10.4054
9.78366	10.2239
10.2362	10.308
10.4709	10.2329
9.26607	9.42403
10.401	10.4363
9.80918	9.93848
9.84276	9.92505
10.4422	11.0167
9.65505	9.55968
9.6871	10.4529
10.1941	9.87717
10.1321	9.66715
10.2762	9.88344
10.2411	10.3795
10.0926	10.9827
10.6075	10.5688
10.1833	10.3247
10.5489	10.4504
9.89949	10.0062
9.87117	9.88036
9.93881	9.8632
9.42444	10.5878
10.2225	10.1474
9.30914	9.8487
10.7079	10.0604
