1	9.20264	0
2	9.28332	0.0806779
3	9.33398	0.0688226
4	9.34586	0.0500939
5	9.34908	0.038936
6	9.36311	0.0347482
7	9.37428	0.0314182
8	9.3762	0.0272768
9	9.37787	0.0241135
10	9.38331	0.0222436
11	9.38534	0.020223
12	9.38985	0.0190028
13	9.39595	0.018515
14	9.39837	0.017311
15	9.39245	0.0171696
16	9.39996	0.0177305
17	9.39869	0.0167034
18	9.39988	0.0157936
19	9.40001	0.0149397
20	9.40205	0.0143193
21	9.40448	0.0138357
22	9.40501	0.0132023
23	9.40671	0.0127292
24	9.40459	0.0123696
25	9.407	0.0121075
26	9.40943	0.0118821
27	9.40863	0.0114614
28	9.40844	0.011046
29	9.40836	0.0106586
30	9.41	0.0104265
31	9.40924	0.0101133
32	9.41106	0.00996133
33	9.40863	0.00995705
34	9.41093	0.00992882
35	9.41196	0.00969647
36	9.41231	0.00942974
37	9.41241	0.0091719
38	9.41164	0.0089602
39	9.41296	0.00882666
40	9.41247	0.00861723
41	9.41207	0.00841409
42	9.41249	0.00822188
43	9.41247	0.00802841
44	9.41215	0.00785053
45	9.41262	0.00768845
46	9.41341	0.00756067
47	9.41281	0.0074222
48	9.41375	0.00732648
49	9.4138	0.00717559
50	9.41498	0.00712829
51	9.41563	0.00701793
52	9.41576	0.00688286
53	9.41533	0.00676531
54	9.41581	0.00665589
55	9.41464	0.00663759
56	9.41544	0.00656651
57	9.41529	0.00645193
58	9.41665	0.0064831
59	9.4159	0.00641549
60	9.41624	0.0063168
61	9.4169	0.00624749
62	9.41638	0.00616832
63	9.41688	0.00609026
64	9.41715	0.00600043
65	9.41631	0.00596617
66	9.41647	0.00587726
67	9.41671	0.00579365
68	9.41691	0.00571118
69	9.41671	0.00563118
70	9.41673	0.00555019
71	9.41717	0.00548929
72	9.41682	0.00542413
73	9.4173	0.0053707
74	9.41708	0.0053021
75	9.41734	0.0052374
76	9.41695	0.00518285
77	9.41696	0.00511512
78	9.41727	0.00505838
79	9.41654	0.00504699
80	9.417	0.00500469
81	9.41697	0.00494257
82	9.41726	0.00489009
83	9.41641	0.00490467
84	9.41646	0.00484615
85	9.41705	0.00482569
86	9.41674	0.00477921
87	9.41689	0.00472625
88	9.41662	0.00467986
89	9.41708	0.00464964
90	9.41782	0.00465592
91	9.41756	0.0046114
92	9.4174	0.00456386
93	9.41721	0.00451857
94	9.41776	0.00450348
95	9.4178	0.00445602
96	9.41806	0.00441726
97	9.41777	0.00438121
98	9.41782	0.0043366
99	9.41737	0.00431672
100	9.41807	0.00433096
